"County","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Mean Annual Earnings","2012","Co. Roscommon","Transportation and storage (H)","Euro","36087"
"Mean Annual Earnings","2012","Co. Roscommon","Accommodation and food service activities (I)","Euro","17236"
"Mean Annual Earnings","2012","Co. Roscommon","Information and communication (J)","Euro","46526"
"Mean Annual Earnings","2012","Co. Roscommon","Professional, scientific and technical activities (M)","Euro","33505"
"Mean Annual Earnings","2012","Co. Roscommon","Administrative and support service activities (N)","Euro","23765"
"Mean Annual Earnings","2012","Co. Roscommon","Public administration and defence; compulsory social security (O)","Euro","44691"
"Mean Annual Earnings","2012","Co. Roscommon","Education (P)","Euro","49151"
"Mean Annual Earnings","2012","Co. Roscommon","Human health and social work activities (Q)","Euro","33592"
"Mean Annual Earnings","2012","Co. Roscommon","Industry (B to E)","Euro","40221"
"Mean Annual Earnings","2012","Co. Roscommon","Financial, insurance and real estate activities (K,L)","Euro","40752"
"Mean Annual Earnings","2012","Co. Roscommon","Arts, entertainment, recreation and other service activities (R,S)","Euro","22767"
"Mean Annual Earnings","2012","Co. Sligo","All NACE economic sectors","Euro","36170"
"Mean Annual Earnings","2012","Co. Sligo","Construction (F)","Euro","30779"
"Mean Annual Earnings","2012","Co. Sligo","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24433"
"Mean Annual Earnings","2012","Co. Sligo","Transportation and storage (H)","Euro","34645"
"Mean Annual Earnings","2012","Co. Sligo","Accommodation and food service activities (I)","Euro","18341"
"Mean Annual Earnings","2012","Co. Sligo","Information and communication (J)","Euro","42057"
"Mean Annual Earnings","2012","Co. Sligo","Professional, scientific and technical activities (M)","Euro","32149"
"Mean Annual Earnings","2012","Co. Sligo","Administrative and support service activities (N)","Euro","23861"
"Mean Annual Earnings","2012","Co. Sligo","Public administration and defence; compulsory social security (O)","Euro","45279"
"Mean Annual Earnings","2012","Co. Sligo","Education (P)","Euro","51387"
"Mean Annual Earnings","2012","Co. Sligo","Human health and social work activities (Q)","Euro","38661"
"Mean Annual Earnings","2012","Co. Sligo","Industry (B to E)","Euro","39560"
"Mean Annual Earnings","2012","Co. Sligo","Financial, insurance and real estate activities (K,L)","Euro","43555"
"Mean Annual Earnings","2012","Co. Sligo","Arts, entertainment, recreation and other service activities (R,S)","Euro","20110"
"Mean Annual Earnings","2012","Co. Tipperary","All NACE economic sectors","Euro","35582"
"Mean Annual Earnings","2012","Co. Tipperary","Construction (F)","Euro","34247"
"Mean Annual Earnings","2012","Co. Tipperary","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24902"
"Mean Annual Earnings","2012","Co. Tipperary","Transportation and storage (H)","Euro","33618"
"Mean Annual Earnings","2012","Co. Tipperary","Accommodation and food service activities (I)","Euro","16887"
"Mean Annual Earnings","2012","Co. Tipperary","Information and communication (J)","Euro","40682"
"Mean Annual Earnings","2012","Co. Tipperary","Professional, scientific and technical activities (M)","Euro","40075"
"Mean Annual Earnings","2012","Co. Tipperary","Administrative and support service activities (N)","Euro","27662"
"Mean Annual Earnings","2012","Co. Tipperary","Public administration and defence; compulsory social security (O)","Euro","44371"
"Mean Annual Earnings","2012","Co. Tipperary","Education (P)","Euro","47991"
"Mean Annual Earnings","2012","Co. Tipperary","Human health and social work activities (Q)","Euro","33142"
"Mean Annual Earnings","2012","Co. Tipperary","Industry (B to E)","Euro","42371"
"Mean Annual Earnings","2012","Co. Tipperary","Financial, insurance and real estate activities (K,L)","Euro","44858"
"Mean Annual Earnings","2012","Co. Tipperary","Arts, entertainment, recreation and other service activities (R,S)","Euro","22785"
"Mean Annual Earnings","2012","Co. Waterford","All NACE economic sectors","Euro","36599"
"Mean Annual Earnings","2012","Co. Waterford","Construction (F)","Euro","34745"
"Mean Annual Earnings","2012","Co. Waterford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24297"
"Mean Annual Earnings","2012","Co. Waterford","Transportation and storage (H)","Euro","35498"
"Mean Annual Earnings","2012","Co. Waterford","Accommodation and food service activities (I)","Euro","17924"
"Mean Annual Earnings","2012","Co. Waterford","Information and communication (J)","Euro","44243"
"Mean Annual Earnings","2012","Co. Waterford","Professional, scientific and technical activities (M)","Euro","37315"
"Mean Annual Earnings","2012","Co. Waterford","Administrative and support service activities (N)","Euro","22686"
"Mean Annual Earnings","2012","Co. Waterford","Public administration and defence; compulsory social security (O)","Euro","44398"
"Mean Annual Earnings","2012","Co. Waterford","Education (P)","Euro","49386"
"Mean Annual Earnings","2012","Co. Waterford","Human health and social work activities (Q)","Euro","36832"
"Mean Annual Earnings","2012","Co. Waterford","Industry (B to E)","Euro","46509"
"Mean Annual Earnings","2012","Co. Waterford","Financial, insurance and real estate activities (K,L)","Euro","43847"
"Mean Annual Earnings","2012","Co. Waterford","Arts, entertainment, recreation and other service activities (R,S)","Euro","21278"
"Mean Annual Earnings","2012","Co. Wicklow","All NACE economic sectors","Euro","41293"
"Mean Annual Earnings","2012","Co. Wicklow","Construction (F)","Euro","39564"
"Mean Annual Earnings","2012","Co. Wicklow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","31176"
"Mean Annual Earnings","2012","Co. Wicklow","Transportation and storage (H)","Euro","42676"
"Mean Annual Earnings","2012","Co. Wicklow","Accommodation and food service activities (I)","Euro","20729"
"Mean Annual Earnings","2012","Co. Wicklow","Information and communication (J)","Euro","64027"
"Mean Annual Earnings","2012","Co. Wicklow","Professional, scientific and technical activities (M)","Euro","47537"
"Mean Annual Earnings","2012","Co. Wicklow","Administrative and support service activities (N)","Euro","40714"
"Mean Annual Earnings","2012","Co. Wicklow","Public administration and defence; compulsory social security (O)","Euro","49318"
"Mean Annual Earnings","2012","Co. Wicklow","Education (P)","Euro","48520"
"Mean Annual Earnings","2012","Co. Wicklow","Human health and social work activities (Q)","Euro","34847"
"Mean Annual Earnings","2012","Co. Wicklow","Industry (B to E)","Euro","48208"
"Mean Annual Earnings","2012","Co. Wicklow","Financial, insurance and real estate activities (K,L)","Euro","57613"
"Mean Annual Earnings","2012","Co. Wicklow","Arts, entertainment, recreation and other service activities (R,S)","Euro","26239"
"Mean Annual Earnings","2012","Co. Westmeath","All NACE economic sectors","Euro","36718"
"Mean Annual Earnings","2012","Co. Westmeath","Construction (F)","Euro","34948"
"Mean Annual Earnings","2012","Co. Westmeath","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","25764"
"Mean Annual Earnings","2012","Co. Westmeath","Transportation and storage (H)","Euro","35677"
"Mean Annual Earnings","2012","Co. Westmeath","Accommodation and food service activities (I)","Euro","17969"
"Mean Annual Earnings","2012","Co. Westmeath","Information and communication (J)","Euro","50235"
"Mean Annual Earnings","2012","Co. Westmeath","Professional, scientific and technical activities (M)","Euro","36498"
"Mean Annual Earnings","2012","Co. Westmeath","Administrative and support service activities (N)","Euro","24653"
"Mean Annual Earnings","2012","Co. Westmeath","Public administration and defence; compulsory social security (O)","Euro","45956"
"Mean Annual Earnings","2012","Co. Westmeath","Education (P)","Euro","48044"
"Mean Annual Earnings","2012","Co. Westmeath","Human health and social work activities (Q)","Euro","37679"
"Mean Annual Earnings","2012","Co. Westmeath","Industry (B to E)","Euro","41981"
"Mean Annual Earnings","2012","Co. Westmeath","Financial, insurance and real estate activities (K,L)","Euro","41872"
"Mean Annual Earnings","2012","Co. Westmeath","Arts, entertainment, recreation and other service activities (R,S)","Euro","22178"
"Mean Annual Earnings","2012","Co. Wexford","All NACE economic sectors","Euro","33612"
"Mean Annual Earnings","2012","Co. Wexford","Construction (F)","Euro","31871"
"Mean Annual Earnings","2012","Co. Wexford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24326"
"Mean Annual Earnings","2012","Co. Wexford","Transportation and storage (H)","Euro","32652"
"Mean Annual Earnings","2012","Co. Wexford","Accommodation and food service activities (I)","Euro","17809"
"Mean Annual Earnings","2012","Co. Wexford","Information and communication (J)","Euro","47164"
"Mean Annual Earnings","2012","Co. Wexford","Professional, scientific and technical activities (M)","Euro","32308"
"Mean Annual Earnings","2012","Co. Wexford","Administrative and support service activities (N)","Euro","29777"
"Mean Annual Earnings","2012","Co. Wexford","Public administration and defence; compulsory social security (O)","Euro","44716"
"Mean Annual Earnings","2012","Co. Wexford","Education (P)","Euro","47659"
"Mean Annual Earnings","2012","Co. Wexford","Human health and social work activities (Q)","Euro","32786"
"Mean Annual Earnings","2012","Co. Wexford","Industry (B to E)","Euro","37502"
"Mean Annual Earnings","2012","Co. Wexford","Financial, insurance and real estate activities (K,L)","Euro","43250"
"Mean Annual Earnings","2012","Co. Wexford","Arts, entertainment, recreation and other service activities (R,S)","Euro","22934"
"Mean Annual Earnings","2012","Ireland","All NACE economic sectors","Euro","39487"
"Mean Annual Earnings","2012","Ireland","Construction (F)","Euro","36661"
"Mean Annual Earnings","2012","Ireland","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","28669"
"Mean Annual Earnings","2012","Ireland","Transportation and storage (H)","Euro","40139"
"Mean Annual Earnings","2012","Ireland","Accommodation and food service activities (I)","Euro","19613"
"Mean Annual Earnings","2012","Ireland","Information and communication (J)","Euro","57343"
"Mean Annual Earnings","2012","Ireland","Professional, scientific and technical activities (M)","Euro","44708"
"Mean Annual Earnings","2012","Ireland","Administrative and support service activities (N)","Euro","30259"
"Mean Annual Earnings","2012","Ireland","Public administration and defence; compulsory social security (O)","Euro","47822"
"Mean Annual Earnings","2012","Ireland","Education (P)","Euro","48978"
"Mean Annual Earnings","2012","Ireland","Human health and social work activities (Q)","Euro","37215"
"Mean Annual Earnings","2012","Ireland","Industry (B to E)","Euro","45668"
"Mean Annual Earnings","2012","Ireland","Financial, insurance and real estate activities (K,L)","Euro","54581"
"Mean Annual Earnings","2012","Ireland","Arts, entertainment, recreation and other service activities (R,S)","Euro","26107"
"Mean Annual Earnings","2013","Co. Clare","All NACE economic sectors","Euro","38573"
"Mean Annual Earnings","2013","Co. Clare","Construction (F)","Euro","35037"
"Mean Annual Earnings","2013","Co. Clare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","26489"
"Mean Annual Earnings","2013","Co. Clare","Transportation and storage (H)","Euro","46075"
"Mean Annual Earnings","2013","Co. Clare","Accommodation and food service activities (I)","Euro","19077"
"Mean Annual Earnings","2013","Co. Clare","Information and communication (J)","Euro","49472"
"Mean Annual Earnings","2013","Co. Clare","Professional, scientific and technical activities (M)","Euro","43568"
"Mean Annual Earnings","2013","Co. Clare","Administrative and support service activities (N)","Euro","39212"
"Mean Annual Earnings","2013","Co. Clare","Public administration and defence; compulsory social security (O)","Euro","45630"
"Mean Annual Earnings","2013","Co. Clare","Education (P)","Euro","48953"
"Mean Annual Earnings","2013","Co. Clare","Human health and social work activities (Q)","Euro","33323"
"Mean Annual Earnings","2013","Co. Clare","Industry (B to E)","Euro","46555"
"Mean Annual Earnings","2013","Co. Clare","Financial, insurance and real estate activities (K,L)","Euro","43652"
"Mean Annual Earnings","2013","Co. Clare","Arts, entertainment, recreation and other service activities (R,S)","Euro","23620"
"Mean Annual Earnings","2013","Co. Cork","All NACE economic sectors","Euro","39481"
"Mean Annual Earnings","2013","Co. Cork","Construction (F)","Euro","36722"
"Mean Annual Earnings","2013","Co. Cork","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","31065"
"Mean Annual Earnings","2013","Co. Cork","Transportation and storage (H)","Euro","37255"
"Mean Annual Earnings","2013","Co. Cork","Accommodation and food service activities (I)","Euro","18409"
"Mean Annual Earnings","2013","Co. Cork","Information and communication (J)","Euro","52331"
"Mean Annual Earnings","2013","Co. Cork","Professional, scientific and technical activities (M)","Euro","40436"
"Mean Annual Earnings","2013","Co. Cork","Administrative and support service activities (N)","Euro","28614"
"Mean Annual Earnings","2013","Co. Cork","Public administration and defence; compulsory social security (O)","Euro","47925"
"Mean Annual Earnings","2013","Co. Cork","Education (P)","Euro","48490"
"Mean Annual Earnings","2013","Co. Cork","Human health and social work activities (Q)","Euro","36148"
"Mean Annual Earnings","2013","Co. Cork","Industry (B to E)","Euro","52781"
"Mean Annual Earnings","2013","Co. Cork","Financial, insurance and real estate activities (K,L)","Euro","47216"
"Mean Annual Earnings","2013","Co. Cork","Arts, entertainment, recreation and other service activities (R,S)","Euro","22790"
"Mean Annual Earnings","2013","Co. Cavan","All NACE economic sectors","Euro","34417"
"Mean Annual Earnings","2013","Co. Cavan","Construction (F)","Euro","34056"
"Mean Annual Earnings","2013","Co. Cavan","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24254"
"Mean Annual Earnings","2013","Co. Cavan","Transportation and storage (H)","Euro","32337"
"Mean Annual Earnings","2013","Co. Cavan","Accommodation and food service activities (I)","Euro","17374"
"Mean Annual Earnings","2013","Co. Cavan","Information and communication (J)","Euro","48501"
"Mean Annual Earnings","2013","Co. Cavan","Professional, scientific and technical activities (M)","Euro","33054"
"Mean Annual Earnings","2013","Co. Cavan","Administrative and support service activities (N)","Euro","25433"
"Mean Annual Earnings","2013","Co. Cavan","Public administration and defence; compulsory social security (O)","Euro","45598"
"Mean Annual Earnings","2013","Co. Cavan","Education (P)","Euro","48315"
"Mean Annual Earnings","2013","Co. Cavan","Human health and social work activities (Q)","Euro","35203"
"Mean Annual Earnings","2013","Co. Cavan","Industry (B to E)","Euro","36783"
"Mean Annual Earnings","2013","Co. Cavan","Financial, insurance and real estate activities (K,L)","Euro","41491"
"Mean Annual Earnings","2013","Co. Cavan","Arts, entertainment, recreation and other service activities (R,S)","Euro","20208"
"Mean Annual Earnings","2013","Co. Carlow","All NACE economic sectors","Euro","34823"
"Mean Annual Earnings","2013","Co. Carlow","Construction (F)","Euro","34242"
"Mean Annual Earnings","2013","Co. Carlow","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","25621"
"Mean Annual Earnings","2013","Co. Carlow","Transportation and storage (H)","Euro","32378"
"Mean Annual Earnings","2013","Co. Carlow","Accommodation and food service activities (I)","Euro","18804"
"Mean Annual Earnings","2013","Co. Carlow","Information and communication (J)","Euro","48239"
"Mean Annual Earnings","2013","Co. Carlow","Professional, scientific and technical activities (M)","Euro","35159"
"Mean Annual Earnings","2013","Co. Carlow","Administrative and support service activities (N)","Euro","28309"
"Mean Annual Earnings","2013","Co. Carlow","Public administration and defence; compulsory social security (O)","Euro","46651"
"Mean Annual Earnings","2013","Co. Carlow","Education (P)","Euro","49244"
"Mean Annual Earnings","2013","Co. Carlow","Human health and social work activities (Q)","Euro","32202"
"Mean Annual Earnings","2013","Co. Carlow","Industry (B to E)","Euro","38760"
"Mean Annual Earnings","2013","Co. Carlow","Financial, insurance and real estate activities (K,L)","Euro","42415"
"Mean Annual Earnings","2013","Co. Carlow","Arts, entertainment, recreation and other service activities (R,S)","Euro","23592"
"Mean Annual Earnings","2013","Co. Donegal","All NACE economic sectors","Euro","31539"
"Mean Annual Earnings","2013","Co. Donegal","Construction (F)","Euro","26176"
"Mean Annual Earnings","2013","Co. Donegal","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","20259"
"Mean Annual Earnings","2013","Co. Donegal","Transportation and storage (H)","Euro","27927"
"Mean Annual Earnings","2013","Co. Donegal","Accommodation and food service activities (I)","Euro","15054"
"Mean Annual Earnings","2013","Co. Donegal","Information and communication (J)","Euro","38256"
"Mean Annual Earnings","2013","Co. Donegal","Professional, scientific and technical activities (M)","Euro","27998"
"Mean Annual Earnings","2013","Co. Donegal","Administrative and support service activities (N)","Euro","20057"
"Mean Annual Earnings","2013","Co. Donegal","Public administration and defence; compulsory social security (O)","Euro","42710"
"Mean Annual Earnings","2013","Co. Donegal","Education (P)","Euro","49621"
"Mean Annual Earnings","2013","Co. Donegal","Human health and social work activities (Q)","Euro","34849"
"Mean Annual Earnings","2013","Co. Donegal","Industry (B to E)","Euro","30458"
"Mean Annual Earnings","2013","Co. Donegal","Financial, insurance and real estate activities (K,L)","Euro","35948"
"Mean Annual Earnings","2013","Co. Donegal","Arts, entertainment, recreation and other service activities (R,S)","Euro","18633"
"Mean Annual Earnings","2013","Co. Dublin","All NACE economic sectors","Euro","44498"
"Mean Annual Earnings","2013","Co. Dublin","Construction (F)","Euro","41946"
"Mean Annual Earnings","2013","Co. Dublin","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","31765"
"Mean Annual Earnings","2013","Co. Dublin","Transportation and storage (H)","Euro","45436"
"Mean Annual Earnings","2013","Co. Dublin","Accommodation and food service activities (I)","Euro","21790"
"Mean Annual Earnings","2013","Co. Dublin","Information and communication (J)","Euro","64829"
"Mean Annual Earnings","2013","Co. Dublin","Professional, scientific and technical activities (M)","Euro","52758"
"Mean Annual Earnings","2013","Co. Dublin","Administrative and support service activities (N)","Euro","32059"
"Mean Annual Earnings","2013","Co. Dublin","Public administration and defence; compulsory social security (O)","Euro","51942"
"Mean Annual Earnings","2013","Co. Dublin","Education (P)","Euro","48463"
"Mean Annual Earnings","2013","Co. Dublin","Human health and social work activities (Q)","Euro","40846"
"Mean Annual Earnings","2013","Co. Dublin","Industry (B to E)","Euro","52009"
"Mean Annual Earnings","2013","Co. Dublin","Financial, insurance and real estate activities (K,L)","Euro","63639"
"Mean Annual Earnings","2013","Co. Dublin","Arts, entertainment, recreation and other service activities (R,S)","Euro","30091"
"Mean Annual Earnings","2013","Co. Galway","All NACE economic sectors","Euro","37639"
"Mean Annual Earnings","2013","Co. Galway","Construction (F)","Euro","34199"
"Mean Annual Earnings","2013","Co. Galway","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","27973"
"Mean Annual Earnings","2013","Co. Galway","Transportation and storage (H)","Euro","33165"
"Mean Annual Earnings","2013","Co. Galway","Accommodation and food service activities (I)","Euro","20107"
"Mean Annual Earnings","2013","Co. Galway","Information and communication (J)","Euro","51425"
"Mean Annual Earnings","2013","Co. Galway","Professional, scientific and technical activities (M)","Euro","43771"
"Mean Annual Earnings","2013","Co. Galway","Administrative and support service activities (N)","Euro","27021"
"Mean Annual Earnings","2013","Co. Galway","Public administration and defence; compulsory social security (O)","Euro","43494"
"Mean Annual Earnings","2013","Co. Galway","Education (P)","Euro","50012"
"Mean Annual Earnings","2013","Co. Galway","Human health and social work activities (Q)","Euro","37641"
"Mean Annual Earnings","2013","Co. Galway","Industry (B to E)","Euro","41424"
"Mean Annual Earnings","2013","Co. Galway","Financial, insurance and real estate activities (K,L)","Euro","44297"
"Mean Annual Earnings","2013","Co. Galway","Arts, entertainment, recreation and other service activities (R,S)","Euro","24039"
"Mean Annual Earnings","2013","Co. Kildare","All NACE economic sectors","Euro","41896"
"Mean Annual Earnings","2013","Co. Kildare","Construction (F)","Euro","40797"
"Mean Annual Earnings","2013","Co. Kildare","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","33040"
"Mean Annual Earnings","2013","Co. Kildare","Transportation and storage (H)","Euro","40860"
"Mean Annual Earnings","2013","Co. Kildare","Accommodation and food service activities (I)","Euro","20132"
"Mean Annual Earnings","2013","Co. Kildare","Information and communication (J)","Euro","61826"
"Mean Annual Earnings","2013","Co. Kildare","Professional, scientific and technical activities (M)","Euro","46207"
"Mean Annual Earnings","2013","Co. Kildare","Administrative and support service activities (N)","Euro","31774"
"Mean Annual Earnings","2013","Co. Kildare","Public administration and defence; compulsory social security (O)","Euro","51022"
"Mean Annual Earnings","2013","Co. Kildare","Education (P)","Euro","48561"
"Mean Annual Earnings","2013","Co. Kildare","Human health and social work activities (Q)","Euro","36365"
"Mean Annual Earnings","2013","Co. Kildare","Industry (B to E)","Euro","49759"
"Mean Annual Earnings","2013","Co. Kildare","Financial, insurance and real estate activities (K,L)","Euro","55665"
"Mean Annual Earnings","2013","Co. Kildare","Arts, entertainment, recreation and other service activities (R,S)","Euro","28529"
"Mean Annual Earnings","2013","Co. Kilkenny","All NACE economic sectors","Euro","37022"
"Mean Annual Earnings","2013","Co. Kilkenny","Construction (F)","Euro","37534"
"Mean Annual Earnings","2013","Co. Kilkenny","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","26189"
"Mean Annual Earnings","2013","Co. Kilkenny","Transportation and storage (H)","Euro","31799"
"Mean Annual Earnings","2013","Co. Kilkenny","Accommodation and food service activities (I)","Euro","19997"
"Mean Annual Earnings","2013","Co. Kilkenny","Information and communication (J)","Euro","51582"
"Mean Annual Earnings","2013","Co. Kilkenny","Professional, scientific and technical activities (M)","Euro","37642"
"Mean Annual Earnings","2013","Co. Kilkenny","Administrative and support service activities (N)","Euro","24969"
"Mean Annual Earnings","2013","Co. Kilkenny","Public administration and defence; compulsory social security (O)","Euro","46736"
"Mean Annual Earnings","2013","Co. Kilkenny","Education (P)","Euro","47382"
"Mean Annual Earnings","2013","Co. Kilkenny","Human health and social work activities (Q)","Euro","35776"
"Mean Annual Earnings","2013","Co. Kilkenny","Industry (B to E)","Euro","47595"
"Mean Annual Earnings","2013","Co. Kilkenny","Financial, insurance and real estate activities (K,L)","Euro","41691"
"Mean Annual Earnings","2013","Co. Kilkenny","Arts, entertainment, recreation and other service activities (R,S)","Euro","24576"
"Mean Annual Earnings","2013","Co. Kerry","All NACE economic sectors","Euro","34481"
"Mean Annual Earnings","2013","Co. Kerry","Construction (F)","Euro","31844"
"Mean Annual Earnings","2013","Co. Kerry","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","24503"
"Mean Annual Earnings","2013","Co. Kerry","Transportation and storage (H)","Euro","32815"
"Mean Annual Earnings","2013","Co. Kerry","Accommodation and food service activities (I)","Euro","19170"
"Mean Annual Earnings","2013","Co. Kerry","Information and communication (J)","Euro","45160"
"Mean Annual Earnings","2013","Co. Kerry","Professional, scientific and technical activities (M)","Euro","41676"
"Mean Annual Earnings","2013","Co. Kerry","Administrative and support service activities (N)","Euro","22290"
"Mean Annual Earnings","2013","Co. Kerry","Public administration and defence; compulsory social security (O)","Euro","43446"
"Mean Annual Earnings","2013","Co. Kerry","Education (P)","Euro","49075"
"Mean Annual Earnings","2013","Co. Kerry","Human health and social work activities (Q)","Euro","33397"
"Mean Annual Earnings","2013","Co. Kerry","Industry (B to E)","Euro","44188"
"Mean Annual Earnings","2013","Co. Kerry","Financial, insurance and real estate activities (K,L)","Euro","42528"
"Mean Annual Earnings","2013","Co. Kerry","Arts, entertainment, recreation and other service activities (R,S)","Euro","21350"
"Mean Annual Earnings","2013","Co. Longford","All NACE economic sectors","Euro","33957"
"Mean Annual Earnings","2013","Co. Longford","Construction (F)","Euro","33476"
"Mean Annual Earnings","2013","Co. Longford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","23792"
"Mean Annual Earnings","2013","Co. Longford","Transportation and storage (H)","Euro","31398"
"Mean Annual Earnings","2013","Co. Longford","Accommodation and food service activities (I)","Euro","15156"
"Mean Annual Earnings","2013","Co. Longford","Information and communication (J)","Euro","44726"
"Mean Annual Earnings","2013","Co. Longford","Professional, scientific and technical activities (M)","Euro","33748"
"Mean Annual Earnings","2013","Co. Longford","Administrative and support service activities (N)","Euro","23880"
"Mean Annual Earnings","2013","Co. Longford","Public administration and defence; compulsory social security (O)","Euro","44018"
"Mean Annual Earnings","2013","Co. Longford","Education (P)","Euro","45617"
"Mean Annual Earnings","2013","Co. Longford","Human health and social work activities (Q)","Euro","31959"
"Mean Annual Earnings","2013","Co. Longford","Industry (B to E)","Euro","37674"
"Mean Annual Earnings","2013","Co. Longford","Financial, insurance and real estate activities (K,L)","Euro","42444"
"Mean Annual Earnings","2013","Co. Longford","Arts, entertainment, recreation and other service activities (R,S)","Euro","22098"
"Mean Annual Earnings","2013","Co. Louth","All NACE economic sectors","Euro","36236"
"Mean Annual Earnings","2013","Co. Louth","Construction (F)","Euro","34129"
"Mean Annual Earnings","2013","Co. Louth","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","25919"
"Mean Annual Earnings","2013","Co. Louth","Transportation and storage (H)","Euro","39085"
"Mean Annual Earnings","2013","Co. Louth","Accommodation and food service activities (I)","Euro","17768"
"Mean Annual Earnings","2013","Co. Louth","Information and communication (J)","Euro","52767"
"Mean Annual Earnings","2013","Co. Louth","Professional, scientific and technical activities (M)","Euro","40363"
"Mean Annual Earnings","2013","Co. Louth","Administrative and support service activities (N)","Euro","28621"
"Mean Annual Earnings","2013","Co. Louth","Public administration and defence; compulsory social security (O)","Euro","46767"
"Mean Annual Earnings","2013","Co. Louth","Education (P)","Euro","48248"
"Mean Annual Earnings","2013","Co. Louth","Human health and social work activities (Q)","Euro","36658"
"Mean Annual Earnings","2013","Co. Louth","Industry (B to E)","Euro","41689"
"Mean Annual Earnings","2013","Co. Louth","Financial, insurance and real estate activities (K,L)","Euro","44152"
"Mean Annual Earnings","2013","Co. Louth","Arts, entertainment, recreation and other service activities (R,S)","Euro","23443"
"Mean Annual Earnings","2013","Co. Limerick","All NACE economic sectors","Euro","38605"
"Mean Annual Earnings","2013","Co. Limerick","Construction (F)","Euro","38188"
"Mean Annual Earnings","2013","Co. Limerick","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","28540"
"Mean Annual Earnings","2013","Co. Limerick","Transportation and storage (H)","Euro","38464"
"Mean Annual Earnings","2013","Co. Limerick","Accommodation and food service activities (I)","Euro","18744"
"Mean Annual Earnings","2013","Co. Limerick","Information and communication (J)","Euro","44727"
"Mean Annual Earnings","2013","Co. Limerick","Professional, scientific and technical activities (M)","Euro","40349"
"Mean Annual Earnings","2013","Co. Limerick","Administrative and support service activities (N)","Euro","34388"
"Mean Annual Earnings","2013","Co. Limerick","Public administration and defence; compulsory social security (O)","Euro","47509"
"Mean Annual Earnings","2013","Co. Limerick","Education (P)","Euro","49429"
"Mean Annual Earnings","2013","Co. Limerick","Human health and social work activities (Q)","Euro","35500"
"Mean Annual Earnings","2013","Co. Limerick","Industry (B to E)","Euro","50528"
"Mean Annual Earnings","2013","Co. Limerick","Financial, insurance and real estate activities (K,L)","Euro","45633"
"Mean Annual Earnings","2013","Co. Limerick","Arts, entertainment, recreation and other service activities (R,S)","Euro","22791"
"Mean Annual Earnings","2013","Co. Leitrim","All NACE economic sectors","Euro","34431"
"Mean Annual Earnings","2013","Co. Leitrim","Construction (F)","Euro","32881"
"Mean Annual Earnings","2013","Co. Leitrim","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","22165"
"Mean Annual Earnings","2013","Co. Leitrim","Transportation and storage (H)","Euro","30726"
"Mean Annual Earnings","2013","Co. Leitrim","Accommodation and food service activities (I)","Euro","17363"
"Mean Annual Earnings","2013","Co. Leitrim","Information and communication (J)","Euro","45396"
"Mean Annual Earnings","2013","Co. Leitrim","Professional, scientific and technical activities (M)","Euro","29966"
"Mean Annual Earnings","2013","Co. Leitrim","Administrative and support service activities (N)","Euro","26344"
"Mean Annual Earnings","2013","Co. Leitrim","Public administration and defence; compulsory social security (O)","Euro","43620"
"Mean Annual Earnings","2013","Co. Leitrim","Education (P)","Euro","50207"
"Mean Annual Earnings","2013","Co. Leitrim","Human health and social work activities (Q)","Euro","33169"
"Mean Annual Earnings","2013","Co. Leitrim","Industry (B to E)","Euro","38706"
"Mean Annual Earnings","2013","Co. Leitrim","Financial, insurance and real estate activities (K,L)","Euro","45008"
"Mean Annual Earnings","2013","Co. Leitrim","Arts, entertainment, recreation and other service activities (R,S)","Euro","20436"
"Mean Annual Earnings","2013","Co. Laois","All NACE economic sectors","Euro","36985"
"Mean Annual Earnings","2013","Co. Laois","Construction (F)","Euro","33524"
"Mean Annual Earnings","2013","Co. Laois","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","26054"
"Mean Annual Earnings","2013","Co. Laois","Transportation and storage (H)","Euro","38243"
"Mean Annual Earnings","2013","Co. Laois","Accommodation and food service activities (I)","Euro","18195"
